#filename,assembly_ID,order,order_details,family,family_details,genus_species,number_of_specimen,stage,sample_location,sample_date,bloodfeeding
120126_I283_FCD0L80ACXX_L2_INSnfrTBBRAAPEI-16.free.fas,INSnfrTBBRAAPEI-16,Diptera,Brachycera,Muscidae,NA,Mesembrina_meridiana,1,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,28-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBDRAAPEI-18.free.fas,INSnfrTBDRAAPEI-18,Hymenoptera,NA,Chrysididae,Chrysidinae,Hedychridium_ardens,17,adult,Germany_Rhineland-Palatinate_Birkenheide,22-May-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBERAAPEI-19.free.fas,INSnfrTBERAAPEI-19,Coleoptera,NA,Gyrinidae,NA,Gyrinus_marinus,12,adult,Germany_Lower_Saxony_Hoehbeck_Pevestorf,11-Aug_2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBFRAAPEI-90.free.fas,INSnfrTBFRAAPEI-90,Diptera,Brachycera,Tachinidae,NA,Triarthria_setipennis,1,adult,Germany_Hamburg_Altona_Sternschanzenpark,26-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBGRAAPEI-93.free.fas,INSnfrTBGRAAPEI-93,Coleoptera,NA,Chrysomelidae,Donaciinae,Donacia_marginata,7,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,11-Aug_2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBHRAAPEI-94.free.fas,INSnfrTBHRAAPEI-94,Archaeognatha,NA,Machilidae,NA,Trigoniophthalmus_alternatus,NA,NA,USA_California_Mendocino_County_Angelo_Coast_Range_Reserve,04-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBIRAAPEI-95.free.fas,INSnfrTBIRAAPEI-95,Orthoptera,Ensifera,Rhaphidophoridae,NA,Ceuthophilus_sp,9,NA,USA_California_Mendocino_County_Angelo_Coast_Range_Reserve,06-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBJRAAPEI-8.free.fas,INSnfrTBJRAAPEI-8,Trichoptera,NA,Hydroptilidae,NA,Hydroptila_actia_argosa,30,NA,USA_California_Plumas_County_Plumas_National_Forest,10-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBNRAAPEI-13.free.fas,INSnfrTBNRAAPEI-13,Hymenoptera,NA,Mutillidae,NA,Dasymutilla_gloriosa,NA,adult,USA_Arizona_Willcox,Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBORAAPEI-14.free.fas,INSnfrTBORAAPEI-14,Hymenoptera,NA,Crabronidae,NA,Sphecius_convallis,NA,adult,USA_Arizona_Ruby,28-Aug-2011,no
120126_I283_FCD0L80ACXX_L2_INSnfrTBPRAAPEI-15.free.fas,INSnfrTBPRAAPEI-15,Phasmatodea,NA,Timemidae,NA,Timema_cristinae,1,NA,USA_California_Santa_Barbara_County_Los_Padres_National_Forest_Aliso_Loop_Trail,May-2011,no
120126_I283_FCD0L80ACXX_L3_INSfrgTAHRAAPEI-18.free.fas,INSfrgTAHRAAPEI-18,Odonata,Anisozygoptera,Epiophlebiidae,NA,Epiophlebia_superstes,5,adult,Japan_Kyoto_Kibune,05-May-2011,no
120126_I283_FCD0L80ACXX_L3_INSfrgTAIRAAPEI-19.free.fas,INSfrgTAIRAAPEI-19,Collembola,NA,Bourletiellidae,NA,Bourletiella_hortensis,ca_250,adult,Germany_Hamburg_Bergedorf_Curslack_close_to_dike_on_green_plastic_carpet_terrace,30-Jun-2011,no
120126_I283_FCD0L80ACXX_L3_INSfrgTAJRAAPEI-20.free.fas,INSfrgTAJRAAPEI-20,Lepidoptera,NA,Nymphalidae,NA,Polygonia_c-album,1,adult,Germany_North_Rhine-Westphalia_Rheinland_Nature_Park_Kottenforst,10-May-2011,no
120126_I283_FCD0L80ACXX_L3_INSfrgTAKRAAPEI-21.free.fas,INSfrgTAKRAAPEI-21,Grylloblattodea,NA,Grylloblattidae,NA,Galloisiana_yuasai,2,NA,Japan_Nagano_Ueda_Sugadaira_Kogen_Sugadaira_Montane_Research_Center,05-Aug-2011,no
120126_I283_FCD0L80ACXX_L3_INSfrgTAORAAPEI-33.free.fas,INSfrgTAORAAPEI-33,Phasmatodea,NA,Pseudophasmatidae,NA,Peruphasma_schultei,1,adult,Germany_North_Rhine-Westphalia_Duesseldorf_Aquazoo_Duesseldorf,15-Sep-2011,no
120126_I283_FCD0L80ACXX_L3_INSnfrTBARAAPEI-15.free.fas,INSnfrTBARAAPEI-15,Siphonaptera,NA,Ceratophyllidae,NA,Ceratophyllus_gallinae,100,NA,Germany_Hamburg_Altona_Sternschanzenpark,09-Aug-2011,yes-adults
120126_I283_FCD0L80ACXX_L3_INSnfrTBCRAAPEI-17.free.fas,INSnfrTBCRAAPEI-17,Lepidoptera,NA,Drepanidae,NA,Thyatira_batis,1,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf_Elbauenstation,13-Aug-2011,no
120126_I283_FCD0L80ACXX_L3_INSnfrTBKRAAPEI-9.free.fas,INSnfrTBKRAAPEI-9,Grylloblattodea,NA,Grylloblattidae,NA,Grylloblatta_bifratrilecta,2,NA,USA_California_Tuolumne_County_Stanislaus_National_Forest_Sonora_Pass,11-Aug-2011,no
120126_I283_FCD0L80ACXX_L3_INSnfrTBLRAAPEI-11.free.fas,INSnfrTBLRAAPEI-11,Hemiptera,Auchenorrhyncha_Cicadomorpha,Cicadidae,NA,Okanagana_villosa,1,not_determined,USA_California_Tuolumne_County_Stanislaus_National_Forest_Sonora_Pass,12-Aug-2011,no
120126_I283_FCD0L80ACXX_L3_INSnfrTBMRAAPEI-12.free.fas,INSnfrTBMRAAPEI-12,Hymenoptera,NA,Cimbicidae,NA,Cimbex_rubida,NA,adult,USA_California_Tuolumne_County_Stanislaus_National_Forest_Sonora_Pass,12-Aug-2011,no
120126_I283_FCD0L80ACXX_L3_INSnfrTBQRAAPEI-16.free.fas,INSnfrTBQRAAPEI-16,Orthoptera,Ensifera,Haglidae,NA,Cyphoderris_sp,NA,adult,Canada_British_Columbia_Kalamalka_Lake_Provincial_Park,05-Jun-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAARAAPEI-19.free.fas,INSfrgTAARAAPEI-19,Blattodea,NA,Blattidae,NA,Periplaneta_americana,1,adult,Germany_lab_culture_Kai_Schuette_Zoologisches_Museum_Hamburg_Hamburg_origin_unclear,Nov-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTABRAAPEI-20.free.fas,INSfrgTABRAAPEI-20,Ephemeroptera,NA,Heptageniidae,NA,Epeorus_assimilis,4,adult,Germany_North_Rhine-Westphalia_Donrath,17-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTACRAAPEI-21.free.fas,INSfrgTACRAAPEI-21,Hymenoptera,NA,Eulophidae,NA,Diglyphus_isaea,ca_200,adult,Lab_culture_of_unknown_geographical_origin,12-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTADRAAPEI-22.free.fas,INSfrgTADRAAPEI-22,Lepidoptera,NA,Nymphalidae,NA,Pararge_aegeria,1,adult,Germany_North_Rhine-Westphalia_Rheinland_Nature_Park_Kottenforst,10-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAFRAAPEI-31.free.fas,INSfrgTAFRAAPEI-31,Psocodea,Phthiraptera,Menoponidae,NA,Menopon_gallinae,ca_150,not_determined,Germany_North_Rhine-Westphalia_Bonn_Friesdorf_Leyenhof,06-Oct-2011,yes_collected_on_chicken
120215_I277_FCD0KP1ACXX_L1_INSfrgTAPRAAPEI-33.free.fas,INSfrgTAPRAAPEI-33,Hemiptera,Sternorrhyncha,Aleyrodidae,NA,Trialeurodes_vaporariorum,ca_220,adult,Germany_commercial_lab_culture_KATZ_Biotech_AG_Baruth_Brandenburg,29-Sep-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAQRAAPEI-34.free.fas,INSfrgTAQRAAPEI-34,Collembola,NA,Entomobryidae,NA,Heteromurus_nitidus,ca_100,not_determined,Austria_labstock_University_of_Natural_Resources_and_Life_Sciences_Vienna,Jul-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTARRAAPEI-35.free.fas,INSfrgTARRAAPEI-35,Odonata,Zygoptera,Coenagrionidae,NA,Coenagrion_puella,1,adult,Germany_North_Rhine-Westphalia_Rheinland_Nature_Park,10-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTASRAAPEI-36.free.fas,INSfrgTASRAAPEI-36,Mantodea,NA,Empusidae,NA,Empusa_pennata,1,juvenil,Italy_Umbria_NE_of_San_Vito,11-Sep-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTATRAAPEI-37.free.fas,INSfrgTATRAAPEI-37,Hymenoptera,NA,Tenthredinidae,NA,Tenthredo_koehleri,4,adult,Germany_Rhineland-Palatinate_Suedliche_Weinstrasse_Albersweiler,24-Apr-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAVRAAPEI-41.free.fas,INSfrgTAVRAAPEI-41,Blattodea,NA,Blaberidae,NA,Blaberus_atropos,1,not_determined,Germany_lab_culture_Reinhard_Predel_University_of_Cologne_were_samples_originating_is_unclear,13-Mar-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAWRAAPEI-43.free.fas,INSfrgTAWRAAPEI-43,Odonata,Anisoptera,Libellulidae,NA,Libellula_quadrimaculata,1,adult,Germany_Rhineland-Palatinate_Germersheim_Berg,23-Apr-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAYRAAPEI-45.free.fas,INSfrgTAYRAAPEI-45,Hymenoptera,NA,Braconidae,NA,Aphidius_colemani,ca_300,adult,Lab_culture_of_unknown_geographical_origin,12-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTAZRAAPEI-46.free.fas,INSfrgTAZRAAPEI-46,Embioptera,NA,Oligotomidae,NA,Aposthonia_japonica,10,NA,Japan_Kagoshima_Kagoshima_University_Faculty_of_Agriculture,23-Aug-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTBARAAPEI-47.free.fas,INSfrgTBARAAPEI-47,Odonata,Zygoptera,Coenagrionidae,NA,Pyrrhosoma_nymphula,4,adult,Germany_North_Rhine-Westphalia_Rheinland_Nature_Park,10-May-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTBBRAAPEI-56.free.fas,INSfrgTBBRAAPEI-56,Mantophasmatodea,NA,Tanzaniophasmatidae,NA,Tanzaniophasma_sp,1,NA,Germany_Lab_culture_with_samples_originating_FROM_Mali_Reinhard_Predel_University_of_Cologne_Cologne,13-Mar-2011,no
120215_I277_FCD0KP1ACXX_L1_INSfrgTBCRAAPEI-57.free.fas,INSfrgTBCRAAPEI-57,Hemiptera,Auchenorrhyncha_Fulgoromorpha,Delphacidae,NA,Nilaparvata_lugens,ca_30,NA,Germany_lab_culture_with_samples_from_a_private_breeder_Ralf_Nauen_Bayer_CropScience_Monheim_Germany,October_2011,no
120215_I277_FCD0KP1ACXX_L6_INSfrgTAERABPEI-30.free.fas,INSfrgTAERABPEI-30,Hymenoptera,NA,Aphelinidae,NA,Aphelinus_abdominalis,ca_200,adult,Lab_culture_of_unknown_geographical_origin,12-May-2011,no
120215_I277_FCD0KP1ACXX_L6_INSfrgTAXRABPEI-44.free.fas,INSfrgTAXRABPEI-44,Orthoptera,Ensifera,Gryllotalpidae,NA,Gryllotalpa_sp,1,NA,Italy_Umbria_Baddiaccia,17-Sep-2011,no
120215_I277_FCD0KP1ACXX_L6_INSfrgTBDRAAPEI-62.free.fas,INSfrgTBDRAAPEI-62,Collembola,NA,Entomobryidae,NA,Sinella_curviseta,ca_200,not_determined,Switzerland_labstock_University_of_Bern_Institute_of_Ecology_and_Evolution,07-Oct-2011,no
120215_I277_FCD0KP1ACXX_L6_INSfrgTBERAAPEI-74.free.fas,INSfrgTBERAAPEI-74,Odonata,Zygoptera,Platycnemididae,NA,Platycnemis_pennipes,2,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,11-Aug-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAARAAPEI-19.free.fas,INSjdsTAARAAPEI-19,Dermaptera,NA,Anisolabididae,NA,Gonolabis_marginalis,2,adult,Japan_Ibaraki_Tsukuba_Tennodai,04-Oct-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTABRAAPEI-20.free.fas,INSjdsTABRAAPEI-20,Thysanoptera,NA,Thripidae,NA,Frankliniella_cephalica,15,adult,China_Guangzhou_Campus_of_South_China_Agricultural_University,02-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTACRAAPEI-21.free.fas,INSjdsTACRAAPEI-21,Thysanoptera,NA,Thripidae,NA,Thrips_palmi,NA,adult,China_Labstock_Guangzhou_originating_form_eExperiment_Farm_of_South_China_Agricultural_University_China,05-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTADRAAPEI-22.free.fas,INSjdsTADRAAPEI-22,Thysanoptera,NA,Phlaeothripidae,NA,Gynaikothrips_ficorum,5,adult,China_Guangzhou_Campus_of_South_China_Agricultural_University,05-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAFRAAPEI-31.free.fas,INSjdsTAFRAAPEI-31,Hemiptera,Heteroptera,Cimicidae,NA,Cimex_lectularius,NA,missing,USA_lab_culture_at_AMNH_NY,18-Oct-2011,YES_human
120215_I277_FCD0KP1ACXX_L6_INSjdsTAGRAAPEI-33.free.fas,INSjdsTAGRAAPEI-33,Ephemeroptera,NA,Isonychiidae,NA,Isonychia_bicolor,NA,adult,USA_New_Jersey_Hunterton_County_Muscanetcong_River_and_Point_Mountain_Road,31-Oct-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAHRAAPEI-34.free.fas,INSjdsTAHRAAPEI-34,Protura,NA,Acerentomidae,NA,Acerentomon_sp,399,probably_adults,Austria_Carinthia_Twimberger_Graben,Apr-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAIRAAPEI-35.free.fas,INSjdsTAIRAAPEI-35,Hemiptera,Sternorrhyncha,Pseudococcidae,NA,Planococcus_citri,ca_165,not_determined,Germany_commercial_lab_culture_KATZ_Biotech_AG_Baruth_Brandenburg,10-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAJRAAPEI-36.free.fas,INSjdsTAJRAAPEI-36,Lepidoptera,NA,Papilionidae,NA,Parides_eurimedes,1,adult,United_Kingdom_lab_culture_with_samples_originating_from_unknown_geographic_region_commercial_London_Pupae_Supplies_Limited_OXFLY_The_Granary_Manor_Farm_Horspath_Oxford_United_Kingdom,28-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAKRAAPEI-37.free.fas,INSjdsTAKRAAPEI-37,Collembola,NA,Onychiuridae,NA,Tetrodontophora_bielanensis,30,not_determined,Germany_Saxony_Goerlitz_Ostritz_Neissetal,11-Nov-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTALRAAPEI-39.free.fas,INSjdsTALRAAPEI-39,Plecoptera,NA,Scopuridae,NA,Scopura_montana,3,nymph,Japan_Nagano_Ueda_Sugadaira_Kogen_Tonohara,26-Jul-2011,no
120215_I277_FCD0KP1ACXX_L6_INSjdsTAMRAAPEI-41.free.fas,INSjdsTAMRAAPEI-41,Blattodea,NA,Corydiidae,Corydiinae,Eucorydia_yasumatsui,10,nymph,Japan_Okinawa_Ishigaki_Mt_Yarabu-dake,23-Aug-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAERAAPEI-30.free.fas,INSjdsTAERAAPEI-30,Orthoptera,Ensifera,Stenopelmatidae,NA,Stenopelmatus_sp,NA,adult,USA_California_Los_Gatos,Sep-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAORAAPEI-44.free.fas,INSjdsTAORAAPEI-44,Hymenoptera,NA,Apidae,NA,Thyreus_orbatus,1,adult,Italy_Valle_de_Cogne_Lillaz,16-Jul-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAPRAAPEI-45.free.fas,INSjdsTAPRAAPEI-45,Zygentoma,NA,Lepismatidae,NA,Lepisma_saccharina,12,not_determined,Japan_Nagano_Sugadaira_Kogen_Sugadaira_Montane_Research_Center,20-Oct-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAQRAAPEI-46.free.fas,INSjdsTAQRAAPEI-46,Zoraptera,NA,Zorotypidae,NA,Zorotypus_caudelli,65,not_determined,Malaysia_Selangor_Gombak,09-Apr-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTASRAAPEI-56.free.fas,INSjdsTASRAAPEI-56,Odonata,Anisoptera,Corduliidae,NA,Cordulia_aenea,2,adult,Germany_Rhineland-Palatinate_Germersheim,2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTATRAAPEI-57.free.fas,INSjdsTATRAAPEI-57,Neuroptera,NA,Myrmeleontidae,NA,Euroleon_nostras,1,adult,Greece_Corfu_Esperies_Karousades,10-Jul-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAURAAPEI-62.free.fas,INSjdsTAURAAPEI-62,Hymenoptera,NA,Figitidae,NA,Leptopilina_clavipes,194,144_adults_50_puppae,Netherlands_Lab_culture_with_samples_originating_from_unknown_locality_Ken_Kraaijeveld_Leiden_University_Leiden_Netherlands,03-Jul-2005,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAVRAAPEI-37.free.fas,INSjdsTAVRAAPEI-37,Zygentoma,NA,Ateluridae,NA,Atelura_formicaria,25,adult,Austria_Vienna,2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAWRAAPEI-39.free.fas,INSjdsTAWRAAPEI-39,Lepidoptera,NA,Zygaenidae,NA,Zygaena_fausta,2,adult,Germany_Baden-Wuertemberg_Amtenhauser_Tal_Tuttlingen,18-Aug-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTAXRAAPEI-41.free.fas,INSjdsTAXRAAPEI-41,Orthoptera,Ensifera,Myrmecophilidae,NA,Myrmecophilus_sp,1,adult,Italy_Umbria_Montecchio_area_of_Monte_Gualandro,13-Sep-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTBDRAAPEI-47.free.fas,INSjdsTBDRAAPEI-47,Coleoptera,NA,Scirtidae,NA,Cyphon_laevipennis,5,adult,Germany_Mecklenburg-Hither_Pomerania_Mecklenburg_Lake_District_Tornowhof_Lake_Breiter_Luzin,12-May-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTBLRAAPEI-87.free.fas,INSjdsTBLRAAPEI-87,Odonata,Anisoptera,Libellulidae,NA,Ladona_fulva,1,adult,Germany_Rhineland-Palatinate_Germersheim_Woerth,07-May-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTBMRAAPEI-88.free.fas,INSjdsTBMRAAPEI-88,Hymenoptera,NA,Crabronidae,NA,Diodontus_minutus,14,adult,Germany_Rhineland-Palatinate_Bechtheim_West,08-May-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTBRRAAPEI-8.free.fas,INSjdsTBRRAAPEI-8,Coleoptera,NA,Spercheidae,NA,Spercheus_emarginatus,2,mixed,Germany_Mecklenburg-Hither_Pomerania_Mecklenburg_Lake_District_Fuerstenhagen,May-2011,no
120215_I277_FCD0KP1ACXX_L7_INSjdsTBSRAAPEI-9.free.fas,INSjdsTBSRAAPEI-9,Trichoptera,NA,Rhyacophilidae,NA,Rhyacophila_fasciata,3,larva,Germany_Schleswig-Holstein_Steinburg_Lockstedt_Muehlenbarbeker_Au_Schierenwald,28-May-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTARRAAPEI-47.free.fas,INSjdsTARRAAPEI-47,Hemiptera,Coleorrhyncha,Peloridiidae,NA,Xenophysella_greensladeae,ca_15,adult,New_Zealand_South_Island_Westland_District_Lake_Matheson,20-Sep-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTAYRAAPEI-43.free.fas,INSjdsTAYRAAPEI-43,Hymenoptera,NA,Crabronidae,NA,Dinetus_pictus,2,adult,Germany_Baden-Wuerttemberg_Rheinau,22-May-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTAZRAAPEI-44.free.fas,INSjdsTAZRAAPEI-44,Orthoptera,Caelifera,Tridactylidae,NA,Xya_variegata,1,adult,Italy_Toscany_Val_d_Orcia_River_Formone_375_m,19-Sep-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBARAAPEI-45.free.fas,INSjdsTBARAAPEI-45,Diptera,nematocerans,Ptychopteridae,NA,Ptychoptera_contaminata,5,adult,Germany_Mecklenburg-Vorpommern_Mecklenburgische_Seenplatte_Feldberger_Seenlandschaft_Fuerstenhagen,May-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBCRAAPEI-46.free.fas,INSjdsTBCRAAPEI-46,Hymenoptera,NA,Perilampidae,NA,Perilampus_aeneus,16,adult,Germany_Rhineland-Palatinate_S_of_Guntersblum,02-Jun-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBERAAPEI-56.free.fas,INSjdsTBERAAPEI-56,Diptera,nematocerans,Trichoceridae,NA,Trichocera_saltator,ca_40,not_determined_probably_adults,Germany_Thuringia_Jena,14-Nov-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBFRAAPEI-57.free.fas,INSjdsTBFRAAPEI-57,Hemiptera,Coleorrhyncha,Peloridiidae,NA,Xenophyes_metoponcus,10,adult,New_Zealand_South_Island_Westland_District_Lake_Matheson,Sep-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBGRAAPEI-62.free.fas,INSjdsTBGRAAPEI-62,Zygentoma,NA,Lepismatidae,NA,Ctenolepisma_longicaudata,8,adult,Germany_North_Rhine-Westphalia_Bonn,2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBHRAAPEI-74.free.fas,INSjdsTBHRAAPEI-74,Odonata,Anisoptera,Cordulegastridae,NA,Cordulegaster_boltonii,1,adult,Germany_Rhineland-Palatinate_Germersheim_Freckenfeld,16-Jul-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBIRAAPEI-75.free.fas,INSjdsTBIRAAPEI-75,Hymenoptera,NA,Crabronidae,NA,Oxybelus_bipunctatus,22,adult,Germany_Rhineland-Palatinate_Battenberg,05-Jul-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBJRAAPEI-79.free.fas,INSjdsTBJRAAPEI-79,Neuroptera,NA,Osmylidae,NA,Osmylus_fulvicephalus,2,adult,Italy_Friuli-Venezia_Giulia_Pordenone_Barcis,29-Jul-2009,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBKRAAPEI-84.free.fas,INSjdsTBKRAAPEI-84,Coleoptera,NA,Ciidae,NA,Cis_boleti,6,NA,Germany_Brandenburg_Rheinsberg_Lake_Region_Northern_Zootzensee,15-Oct-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBNRAAPEI-89.free.fas,INSjdsTBNRAAPEI-89,Dermaptera,NA,Forficulidae,NA,Forficula_auricularia,4,not_determined_probably_adults,Germany_North_Rhine-Westphalia_Bonn_Poppelsdorf_Kreuzbergallee,07-Jun-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBORAAPEI-90.free.fas,INSjdsTBORAAPEI-90,Hymenoptera,NA,Stephanidae,NA,Stephanus_serrator,2,adult,Germany_Rhineland-Palatinate_Albersweiler,21-May-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBPRAAPEI-93.free.fas,INSjdsTBPRAAPEI-93,Odonata,Anisoptera,Aeshnidae,NA,Brachytron_pratense,1,adult,Germany_Rhineland-Palatinate_Germersheim_Woerth,07-May-2011,no
120215_I277_FCD0KP1ACXX_L8_INSjdsTBQRAAPEI-94.free.fas,INSjdsTBQRAAPEI-94,Neuroptera,NA,Coniopterygidae,NA,Conwentzia_psociformis,8,adult,Germany_North_Rhine-Westphalia_Bonn_ZFMK_Bad_Honnef_Selhof_Im_Rauhen_Graben,2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAERAAPEI-56.free.fas,INStmbTAERAAPEI-56,Odonata,Zygoptera,Argiolestidae,NA,Austroargiolestes_icteromelas,1,adult,Australia_Australian_Capital_Territory_Uriarra_State_Forest,06-Dec-2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAFRAAPEI-57.free.fas,INStmbTAFRAAPEI-57,Blattodea,NA,Blaberidae,Zetoborinae,Schultesia_lampyridiformis,1,adult,Germany_lab_culture_origin_unclear,13-Jan-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAHRAAPEI-74.free.fas,INStmbTAHRAAPEI-74,Hymenoptera,NA,Xiphydriidae,NA,Xiphydria_camelus,1,adult,Germany_Rhineland-Palatinate_Rheinzabern,07-Jun-2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAIRAAPEI-75.free.fas,INStmbTAIRAAPEI-75,Odonata,Zygoptera,Lestidae,NA,Lestes_sponsa,3,adult,Germany_Lower_Saxony_Luechow-Dannenberg_Hoehbeck_Pevestorf,12-Aug-2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAJRAAPEI-79.free.fas,INStmbTAJRAAPEI-79,Odonata,Anisoptera,Libellulidae,NA,Leucorrhinia_caudalis,1,adult,Germany_Rhineland-Palatinate_Germersheim_Hoerdter_Rheinaue,07-May-2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAKRAAPEI-84.free.fas,INStmbTAKRAAPEI-84,Blattodea,NA,Blattidae,NA,Shelfordella_lateralis,1,adult,Germany_Lab_culture_with_samples_originating_from_Germany_private_breeder,13-Jan-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAMRAAPEI-88.free.fas,INStmbTAMRAAPEI-88,Blattodea,NA,Lamproblattidae,NA,Lamproblatta_albipalpus,1,adult,Germany_lab_culture,13-Jan-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTANRAAPEI-89.free.fas,INStmbTANRAAPEI-89,Hymenoptera,NA,Apidae,NA,Euglossa_dilemma,2,adult,USA_Florida_Fern_Forest_Reserve,24-Jan-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAORAAPEI-90.free.fas,INStmbTAORAAPEI-90,Archaeognatha,NA,Machilidae,NA,Dilta_bitschi,13,NA,Portugal_Faro,Dec-2011,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAPRAAPEI-93.free.fas,INStmbTAPRAAPEI-93,Mantodea,NA,Mantidae,NA,Heterochaeta_occidentalis,1,adult,Germany_Lab_culture_with_samples_originating_from_Namibia,Jan-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTARRAAPEI-95.free.fas,INStmbTARRAAPEI-95,Mantodea,NA,Hymenopodidae,Epaphroditinae,Phyllocrania_paradoxa,1,adult,Germany_lab_culture,Apr-2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTATRAAPEI-9.free.fas,INStmbTATRAAPEI-9,Mantodea,NA,Empusidae,NA,Idolomantis_diabolica,1,NA,Germany_Lab_culture_with_samples_originating_from_Tanzania,2012,no
120316_I251_FCC0HJ1ACXX_L8_INStmbTAURAAPEI-11.free.fas,INStmbTAURAAPEI-11,Hymenoptera,NA,Leucospidae,NA,Leucospis_dorsigera,6,adult,Germany_Rhineland-Palatinate_Albersweiler,04-Jun-2011,no
